#DataThief C:\Users\Emanuele Leonardi\Dropbox\PADME\PADMEMC\Materials and OpticalPhotons\BGOScintSpectrum.png martedì 19-set-2017 9:20:42 AM
624.9223, 0.1617
625.7059, 0.1571
626.4895, 0.1526
628.0558, 0.1481
628.8394, 0.1436
629.6221, 0.1436
631.1894, 0.1345
631.9722, 0.1345
632.7557, 0.13
633.5385, 0.13
635.1057, 0.121
635.8893, 0.1164
635.8893, 0.1164
